Store,Handbag Type,Color,Material,Size,Manufacturing City,Lead Time (Days),Shipping Time (Days),Total Lead Time (Days),Season,Base Demand,Adjusted Demand,Stock Level,Overfill/Underfill
San Francisco Centre,T Monogram Tote,Multi,Pebbled Leather,Large,Hanoi,38,18,56,Summer,179,179,131,-48
NorthPark Center,Robinson Tote,Purple,Leather,Large,Guangzhou,31,14,45,Spring,271,325,249,-76
Madison Avenue,Ella Tote,Yellow,Pebbled Leather,Large,Hanoi,46,16,62,Spring,168,201,70,-131
Aventura Mall,T Monogram Tote,Pink,Coated Canvas,Medium,Guangzhou,40,17,57,Spring,201,241,214,-27
Pacific Centre,Robinson Tote,Green,Jacquard,Medium,Guangzhou,34,14,48,Summer,52,52,39,-13
El Palacio de Hierro (Polanco),Britten Tote,White,Jacquard,Small,Da Nang,32,15,47,Spring,163,195,177,-18
Rodeo Drive,Ella Tote,Gray,Pebbled Leather,Large,Guangzhou,44,17,61,Spring,128,153,72,-81
Soho,McGraw Tote,Gray,Leather,Large,Da Nang,48,16,64,Summer,284,284,237,-47
El Palacio de Hierro (Polanco),Gemini Link Tote,Red,Canvas,Medium,Ho Chi Minh City,42,15,57,Spring,94,112,107,-5
Aventura Mall,Ella Tote,Red,Pebbled Leather,Medium,Hanoi,37,16,53,Spring,72,86,41,-45
Bal Harbour Shops,Perry Tote,Multi,Coated Canvas,Small,Shenzhen,32,16,48,Spring,147,176,25,-151
Yorkdale Shopping Centre,Perry Tote,Purple,Coated Canvas,Mini,Guangzhou,44,17,61,Fall,99,108,47,-61
Westfield World Trade Center,Perry Tote,Multi,Canvas,Small,Guangzhou,49,15,64,Spring,79,94,140,46
Madison Avenue,Robinson Tote,Blue,Pebbled Leather,Large,Da Nang,50,17,67,Spring,200,240,230,-10
El Palacio de Hierro (Polanco),Ella Tote,Blue,Canvas,Medium,Guangzhou,47,14,61,Winter,97,77,33,-44
The Galleria,Britten Tote,Multi,Jacquard,Small,Ho Chi Minh City,31,16,47,Spring,167,200,63,-137
Madison Avenue,T Monogram Tote,Yellow,Coated Canvas,Small,Hanoi,43,16,59,Fall,209,229,255,26
The Galleria,Perry Tote,Metallic,Jacquard,Small,Guangzhou,40,18,58,Spring,105,126,69,-57
Aventura Mall,Perry Tote,Metallic,Canvas,Large,Guangzhou,33,16,49,Fall,173,190,239,49
Bal Harbour Shops,Perry Tote,Metallic,Leather,Small,Ho Chi Minh City,34,16,50,Winter,182,145,180,35
Oak Street,Kira Chevron Tote,Yellow,Canvas,Medium,Hanoi,50,17,67,Winter,69,55,104,49
The Galleria,McGraw Tote,Multi,Jacquard,Mini,Hanoi,30,15,45,Summer,289,289,217,-72
South Coast Plaza,Kira Chevron Tote,Beige,Leather,Small,Ho Chi Minh City,34,15,49,Winter,259,207,115,-92
Aventura Mall,Ella Tote,Red,Pebbled Leather,Large,Guangzhou,40,14,54,Spring,217,260,247,-13
Yorkdale Shopping Centre,T Monogram Tote,Pink,Coated Canvas,Small,Hanoi,35,16,51,Summer,293,293,131,-162
El Palacio de Hierro (Polanco),McGraw Tote,Pink,Jacquard,Mini,Ho Chi Minh City,33,15,48,Winter,88,70,92,22
Soho,T Monogram Tote,Blue,Coated Canvas,Mini,Da Nang,41,14,55,Winter,296,236,205,-31
South Coast Plaza,Gemini Link Tote,Purple,Coated Canvas,Mini,Shenzhen,40,16,56,Winter,199,159,151,-8
Pacific Centre,T Monogram Tote,Yellow,Coated Canvas,Mini,Guangzhou,32,16,48,Summer,249,249,38,-211
Westfield World Trade Center,Britten Tote,White,Coated Canvas,Medium,Guangzhou,36,15,51,Spring,79,94,129,35
The Galleria,McGraw Tote,Beige,Jacquard,Medium,Hanoi,42,17,59,Summer,165,165,5,-160
Pacific Centre,Ella Tote,White,Leather,Large,Hanoi,44,17,61,Fall,221,243,30,-213
South Coast Plaza,McGraw Tote,Yellow,Pebbled Leather,Medium,Hanoi,33,16,49,Winter,148,118,96,-22
El Palacio de Hierro (Santa Fe),Robinson Tote,Red,Leather,Mini,Da Nang,45,16,61,Summer,211,211,225,14
Oak Street,Robinson Tote,White,Coated Canvas,Large,Da Nang,40,14,54,Spring,239,286,267,-19
Rodeo Drive,Perry Tote,Gray,Coated Canvas,Small,Hanoi,39,14,53,Winter,222,177,23,-154
South Coast Plaza,Perry Tote,Beige,Jacquard,Large,Shenzhen,50,16,66,Spring,272,326,366,40
Rodeo Drive,Ella Tote,Blue,Canvas,Large,Da Nang,34,16,50,Winter,236,188,211,23
Pacific Centre,Robinson Tote,Brown,Coated Canvas,Large,Guangzhou,35,15,50,Summer,190,190,154,-36
NorthPark Center,Gemini Link Tote,Blue,Canvas,Mini,Hanoi,34,18,52,Fall,183,201,60,-141
Madison Avenue,Robinson Tote,Brown,Jacquard,Mini,Da Nang,43,14,57,Fall,89,97,147,50
El Palacio de Hierro (Santa Fe),McGraw Tote,Blue,Jacquard,Small,Guangzhou,30,17,47,Fall,237,260,84,-176
Westfield World Trade Center,Perry Tote,Gray,Leather,Medium,Guangzhou,37,14,51,Winter,94,75,93,18
NorthPark Center,McGraw Tote,Multi,Coated Canvas,Large,Ho Chi Minh City,41,16,57,Spring,156,187,158,-29
El Palacio de Hierro (Polanco),T Monogram Tote,Pink,Jacquard,Small,Da Nang,38,17,55,Fall,220,242,149,-93
NorthPark Center,Kira Chevron Tote,Brown,Canvas,Medium,Shenzhen,32,17,49,Fall,163,179,122,-57
Rodeo Drive,Perry Tote,Metallic,Coated Canvas,Mini,Ho Chi Minh City,33,15,48,Spring,262,314,303,-11
NorthPark Center,Robinson Tote,Pink,Coated Canvas,Medium,Ho Chi Minh City,44,18,62,Winter,54,43,84,41
Soho,Gemini Link Tote,Gray,Canvas,Medium,Da Nang,43,15,58,Summer,94,94,30,-64
El Palacio de Hierro (Santa Fe),Perry Tote,Metallic,Jacquard,Small,Guangzhou,32,17,49,Spring,238,285,94,-191
Aventura Mall,Kira Chevron Tote,Green,Jacquard,Small,Shenzhen,30,16,46,Spring,60,72,83,11
San Francisco Centre,T Monogram Tote,Metallic,Coated Canvas,Mini,Ho Chi Minh City,30,15,45,Winter,184,147,84,-63
The Galleria,Britten Tote,Brown,Canvas,Medium,Ho Chi Minh City,49,17,66,Fall,276,303,99,-204
NorthPark Center,Kira Chevron Tote,Green,Canvas,Small,Guangzhou,38,18,56,Summer,103,103,69,-34
Soho,Gemini Link Tote,Gray,Leather,Mini,Ho Chi Minh City,44,17,61,Fall,64,70,51,-19
Soho,Ella Tote,Metallic,Jacquard,Small,Guangzhou,37,15,52,Summer,66,66,59,-7
The Galleria,Kira Chevron Tote,Metallic,Leather,Mini,Guangzhou,43,14,57,Winter,220,176,157,-19
Aventura Mall,Perry Tote,Pink,Coated Canvas,Medium,Da Nang,45,17,62,Spring,175,210,197,-13
Pacific Centre,Kira Chevron Tote,Green,Coated Canvas,Small,Ho Chi Minh City,32,16,48,Spring,55,66,78,12
Pacific Centre,Perry Tote,Yellow,Canvas,Mini,Guangzhou,49,16,65,Summer,255,255,99,-156
NorthPark Center,T Monogram Tote,Black,Leather,Small,Guangzhou,46,17,63,Fall,69,75,37,-38
Westfield World Trade Center,Kira Chevron Tote,Gray,Jacquard,Medium,Shenzhen,31,17,48,Fall,142,156,76,-80
Pacific Centre,Britten Tote,Pink,Pebbled Leather,Medium,Hanoi,36,15,51,Spring,222,266,157,-109
San Francisco Centre,Robinson Tote,Multi,Leather,Mini,Shenzhen,41,14,55,Winter,242,193,115,-78
Oak Street,Robinson Tote,Blue,Jacquard,Medium,Hanoi,45,16,61,Fall,229,251,110,-141
The Galleria,Ella Tote,Brown,Canvas,Large,Hanoi,41,16,57,Summer,242,242,163,-79
Soho,Kira Chevron Tote,Brown,Coated Canvas,Small,Ho Chi Minh City,46,14,60,Fall,131,144,1,-143
The Galleria,Britten Tote,Gray,Leather,Small,Shenzhen,40,14,54,Winter,105,84,38,-46
El Palacio de Hierro (Polanco),McGraw Tote,Brown,Coated Canvas,Small,Da Nang,31,17,48,Spring,234,280,228,-52
Rodeo Drive,Robinson Tote,Blue,Jacquard,Small,Hanoi,36,16,52,Winter,68,54,78,24
South Coast Plaza,T Monogram Tote,Yellow,Coated Canvas,Medium,Guangzhou,46,18,64,Fall,224,246,256,10
South Coast Plaza,McGraw Tote,Brown,Leather,Mini,Da Nang,32,18,50,Summer,254,254,214,-40
Yorkdale Shopping Centre,Britten Tote,Multi,Leather,Small,Hanoi,33,15,48,Spring,59,70,18,-52
NorthPark Center,Kira Chevron Tote,Black,Pebbled Leather,Mini,Shenzhen,46,18,64,Summer,141,141,31,-110
Yorkdale Shopping Centre,Robinson Tote,Metallic,Coated Canvas,Small,Shenzhen,40,16,56,Summer,285,285,321,36
Pacific Centre,Perry Tote,Black,Jacquard,Medium,Da Nang,31,18,49,Spring,141,169,143,-26
The Galleria,Ella Tote,Brown,Coated Canvas,Small,Guangzhou,42,16,58,Summer,231,231,102,-129
Oak Street,T Monogram Tote,Red,Leather,Mini,Hanoi,41,15,56,Summer,151,151,94,-57
The Galleria,T Monogram Tote,Beige,Canvas,Large,Ho Chi Minh City,34,14,48,Spring,180,216,100,-116
Yorkdale Shopping Centre,Gemini Link Tote,Yellow,Pebbled Leather,Small,Guangzhou,36,17,53,Winter,253,202,148,-54
Oak Street,Gemini Link Tote,Purple,Pebbled Leather,Mini,Hanoi,40,14,54,Spring,180,216,196,-20
Yorkdale Shopping Centre,Gemini Link Tote,Purple,Canvas,Mini,Ho Chi Minh City,38,15,53,Summer,296,296,154,-142
Soho,T Monogram Tote,Black,Coated Canvas,Medium,Ho Chi Minh City,46,18,64,Winter,146,116,111,-5
NorthPark Center,Robinson Tote,Black,Canvas,Small,Guangzhou,39,17,56,Winter,147,117,21,-96
Westfield World Trade Center,Robinson Tote,Black,Jacquard,Medium,Ho Chi Minh City,42,17,59,Spring,83,99,108,9
Soho,Perry Tote,Purple,Canvas,Mini,Ho Chi Minh City,32,15,47,Summer,268,268,105,-163
The Galleria,Perry Tote,Red,Leather,Small,Ho Chi Minh City,35,14,49,Fall,176,193,236,43
El Palacio de Hierro (Polanco),Britten Tote,White,Jacquard,Large,Hanoi,41,15,56,Fall,142,156,0,-156
Westfield World Trade Center,Gemini Link Tote,Purple,Coated Canvas,Large,Guangzhou,37,18,55,Fall,141,155,2,-153
Westfield World Trade Center,Robinson Tote,Black,Jacquard,Large,Da Nang,38,17,55,Spring,60,72,70,-2
El Palacio de Hierro (Polanco),Gemini Link Tote,Pink,Pebbled Leather,Small,Guangzhou,39,16,55,Spring,225,270,193,-77
Madison Avenue,Britten Tote,Black,Leather,Small,Ho Chi Minh City,50,18,68,Summer,133,133,136,3
South Coast Plaza,Robinson Tote,Metallic,Jacquard,Large,Guangzhou,36,17,53,Fall,283,311,299,-12
NorthPark Center,Ella Tote,Yellow,Canvas,Medium,Shenzhen,47,16,63,Spring,292,350,321,-29
Pacific Centre,Robinson Tote,Blue,Leather,Medium,Da Nang,42,15,57,Winter,131,104,17,-87
Rodeo Drive,McGraw Tote,Purple,Pebbled Leather,Large,Da Nang,47,17,64,Winter,87,69,100,31
Pacific Centre,Perry Tote,Green,Canvas,Small,Ho Chi Minh City,38,17,55,Spring,239,286,67,-219
El Palacio de Hierro (Santa Fe),T Monogram Tote,Gray,Canvas,Small,Hanoi,37,16,53,Spring,120,144,78,-66
NorthPark Center,Britten Tote,Purple,Canvas,Large,Hanoi,46,18,64,Spring,200,240,161,-79
Oak Street,T Monogram Tote,Gray,Canvas,Medium,Hanoi,36,15,51,Fall,73,80,20,-60
Yorkdale Shopping Centre,Ella Tote,Metallic,Canvas,Large,Da Nang,35,16,51,Fall,161,177,146,-31
The Galleria,Perry Tote,Red,Jacquard,Large,Guangzhou,37,18,55,Winter,119,95,42,-53
Bal Harbour Shops,Gemini Link Tote,Gray,Coated Canvas,Large,Shenzhen,37,14,51,Summer,62,62,33,-29
Madison Avenue,Robinson Tote,Pink,Coated Canvas,Medium,Guangzhou,49,18,67,Spring,294,352,240,-112
El Palacio de Hierro (Polanco),Gemini Link Tote,Multi,Leather,Mini,Hanoi,30,15,45,Summer,153,153,151,-2
South Coast Plaza,Perry Tote,White,Leather,Large,Shenzhen,35,18,53,Summer,238,238,194,-44
South Coast Plaza,Robinson Tote,Pink,Coated Canvas,Mini,Shenzhen,38,15,53,Winter,63,50,71,21
Rodeo Drive,Ella Tote,Yellow,Canvas,Medium,Hanoi,37,15,52,Winter,136,108,21,-87
El Palacio de Hierro (Polanco),Perry Tote,Pink,Pebbled Leather,Small,Guangzhou,50,17,67,Summer,209,209,237,28
Rodeo Drive,McGraw Tote,Metallic,Jacquard,Large,Da Nang,47,15,62,Fall,92,101,121,20
Pacific Centre,Perry Tote,Gray,Canvas,Medium,Guangzhou,44,15,59,Winter,73,58,18,-40
Bal Harbour Shops,T Monogram Tote,Green,Canvas,Medium,Guangzhou,39,15,54,Spring,207,248,137,-111
Rodeo Drive,Kira Chevron Tote,Green,Pebbled Leather,Medium,Guangzhou,46,16,62,Spring,134,160,26,-134
Pacific Centre,Perry Tote,Beige,Canvas,Large,Ho Chi Minh City,36,14,50,Spring,197,236,110,-126
NorthPark Center,Robinson Tote,White,Jacquard,Large,Hanoi,49,18,67,Fall,188,206,155,-51
Soho,Ella Tote,Red,Canvas,Mini,Da Nang,32,17,49,Winter,74,59,63,4
Soho,Gemini Link Tote,Multi,Pebbled Leather,Mini,Shenzhen,32,14,46,Winter,69,55,69,14
The Galleria,Perry Tote,Green,Pebbled Leather,Small,Guangzhou,47,15,62,Fall,278,305,47,-258
El Palacio de Hierro (Santa Fe),Kira Chevron Tote,Beige,Jacquard,Mini,Da Nang,31,15,46,Summer,186,186,160,-26
South Coast Plaza,Gemini Link Tote,Pink,Canvas,Medium,Shenzhen,33,15,48,Fall,283,311,131,-180
Pacific Centre,Perry Tote,Metallic,Canvas,Large,Hanoi,50,14,64,Fall,192,211,237,26
Oak Street,McGraw Tote,Red,Pebbled Leather,Small,Hanoi,44,18,62,Summer,63,63,61,-2
South Coast Plaza,Britten Tote,Blue,Coated Canvas,Medium,Guangzhou,49,18,67,Fall,239,262,91,-171
Pacific Centre,Gemini Link Tote,Green,Canvas,Small,Da Nang,37,14,51,Spring,256,307,199,-108
San Francisco Centre,Robinson Tote,Beige,Coated Canvas,Large,Da Nang,43,14,57,Spring,153,183,80,-103
Pacific Centre,Britten Tote,Red,Coated Canvas,Small,Shenzhen,40,15,55,Fall,98,107,122,15
San Francisco Centre,T Monogram Tote,Metallic,Pebbled Leather,Mini,Guangzhou,43,16,59,Fall,133,146,183,37
Pacific Centre,Robinson Tote,Brown,Pebbled Leather,Large,Da Nang,48,18,66,Spring,205,246,147,-99
San Francisco Centre,Robinson Tote,Black,Coated Canvas,Mini,Ho Chi Minh City,30,14,44,Fall,194,213,203,-10
South Coast Plaza,T Monogram Tote,Green,Pebbled Leather,Mini,Ho Chi Minh City,42,15,57,Spring,96,115,42,-73
El Palacio de Hierro (Santa Fe),McGraw Tote,Red,Coated Canvas,Medium,Ho Chi Minh City,33,16,49,Fall,223,245,182,-63
Oak Street,Perry Tote,Gray,Leather,Small,Guangzhou,40,18,58,Spring,177,212,239,27
Bal Harbour Shops,Kira Chevron Tote,Black,Jacquard,Mini,Shenzhen,49,18,67,Winter,246,196,151,-45
Yorkdale Shopping Centre,Gemini Link Tote,White,Pebbled Leather,Mini,Guangzhou,44,14,58,Spring,80,96,54,-42
Rodeo Drive,Ella Tote,Multi,Pebbled Leather,Medium,Hanoi,36,14,50,Summer,54,54,77,23
NorthPark Center,Kira Chevron Tote,Metallic,Jacquard,Large,Ho Chi Minh City,46,16,62,Spring,75,90,45,-45
El Palacio de Hierro (Polanco),Britten Tote,Metallic,Canvas,Large,Ho Chi Minh City,42,16,58,Spring,297,356,116,-240
The Galleria,Gemini Link Tote,Multi,Pebbled Leather,Small,Shenzhen,47,17,64,Spring,161,193,145,-48
San Francisco Centre,McGraw Tote,Black,Leather,Medium,Ho Chi Minh City,32,17,49,Winter,276,220,102,-118
Soho,Robinson Tote,Black,Pebbled Leather,Mini,Shenzhen,44,14,58,Fall,143,157,94,-63
Pacific Centre,T Monogram Tote,Multi,Pebbled Leather,Medium,Guangzhou,34,18,52,Fall,137,150,71,-79
Bal Harbour Shops,Gemini Link Tote,Gray,Leather,Small,Shenzhen,39,18,57,Summer,184,184,169,-15
The Galleria,Perry Tote,Metallic,Leather,Large,Hanoi,42,14,56,Summer,148,148,69,-79
Oak Street,Britten Tote,Beige,Canvas,Mini,Hanoi,38,18,56,Winter,138,110,90,-20
Westfield World Trade Center,Robinson Tote,White,Leather,Medium,Da Nang,31,18,49,Winter,262,209,152,-57
San Francisco Centre,Kira Chevron Tote,Gray,Canvas,Small,Da Nang,42,17,59,Summer,134,134,66,-68
Soho,Ella Tote,Red,Jacquard,Small,Da Nang,42,15,57,Fall,78,85,111,26
The Galleria,Gemini Link Tote,Gray,Jacquard,Large,Shenzhen,46,14,60,Spring,95,114,60,-54
Rodeo Drive,Perry Tote,Pink,Jacquard,Small,Shenzhen,39,16,55,Spring,220,264,84,-180
Yorkdale Shopping Centre,Kira Chevron Tote,Pink,Canvas,Medium,Hanoi,50,17,67,Spring,198,237,248,11
Madison Avenue,Robinson Tote,Multi,Leather,Large,Ho Chi Minh City,34,14,48,Spring,219,262,257,-5
Aventura Mall,Perry Tote,Purple,Jacquard,Medium,Shenzhen,43,14,57,Winter,224,179,13,-166
Bal Harbour Shops,T Monogram Tote,Red,Canvas,Small,Da Nang,34,17,51,Winter,194,155,143,-12
NorthPark Center,Kira Chevron Tote,White,Pebbled Leather,Large,Ho Chi Minh City,42,18,60,Summer,128,128,133,5
The Galleria,Ella Tote,Gray,Pebbled Leather,Small,Hanoi,32,15,47,Spring,293,351,157,-194
Bal Harbour Shops,Ella Tote,Black,Pebbled Leather,Small,Da Nang,44,15,59,Summer,52,52,66,14
Yorkdale Shopping Centre,Perry Tote,Pink,Coated Canvas,Mini,Da Nang,45,14,59,Spring,205,246,169,-77
The Galleria,Gemini Link Tote,White,Canvas,Large,Hanoi,35,15,50,Winter,297,237,237,0
Oak Street,Gemini Link Tote,Purple,Pebbled Leather,Small,Shenzhen,37,15,52,Spring,95,114,155,41
Oak Street,Perry Tote,Gray,Coated Canvas,Small,Shenzhen,45,17,62,Summer,143,143,76,-67
Aventura Mall,Perry Tote,Multi,Leather,Mini,Hanoi,35,15,50,Fall,212,233,48,-185
Oak Street,Perry Tote,Metallic,Leather,Mini,Hanoi,40,14,54,Spring,61,73,50,-23
Yorkdale Shopping Centre,Kira Chevron Tote,Brown,Jacquard,Small,Hanoi,37,14,51,Winter,266,212,30,-182
Yorkdale Shopping Centre,Robinson Tote,Gray,Leather,Large,Da Nang,32,15,47,Fall,172,189,146,-43
Yorkdale Shopping Centre,Robinson Tote,Pink,Leather,Medium,Ho Chi Minh City,36,18,54,Winter,285,228,35,-193
San Francisco Centre,Britten Tote,Pink,Coated Canvas,Mini,Hanoi,35,17,52,Fall,198,217,231,14
Westfield World Trade Center,Kira Chevron Tote,Multi,Leather,Medium,Guangzhou,47,14,61,Fall,285,313,104,-209
El Palacio de Hierro (Santa Fe),Britten Tote,Blue,Coated Canvas,Medium,Guangzhou,46,17,63,Summer,223,223,30,-193
Westfield World Trade Center,Perry Tote,Beige,Coated Canvas,Small,Shenzhen,39,18,57,Spring,229,274,129,-145
El Palacio de Hierro (Polanco),Perry Tote,Blue,Canvas,Mini,Da Nang,30,14,44,Spring,232,278,254,-24
Yorkdale Shopping Centre,McGraw Tote,White,Canvas,Large,Ho Chi Minh City,42,17,59,Winter,127,101,102,1
Rodeo Drive,Britten Tote,Green,Pebbled Leather,Mini,Shenzhen,30,17,47,Spring,239,286,174,-112
Pacific Centre,Britten Tote,Beige,Leather,Medium,Guangzhou,39,17,56,Fall,150,165,3,-162
NorthPark Center,Ella Tote,Green,Coated Canvas,Large,Ho Chi Minh City,38,16,54,Fall,85,93,43,-50
Aventura Mall,Ella Tote,Pink,Jacquard,Mini,Hanoi,42,16,58,Summer,70,70,111,41
Madison Avenue,Britten Tote,Yellow,Jacquard,Large,Da Nang,40,14,54,Summer,271,271,220,-51
Soho,Perry Tote,Pink,Leather,Mini,Ho Chi Minh City,38,16,54,Winter,280,224,127,-97
NorthPark Center,Kira Chevron Tote,Beige,Leather,Small,Guangzhou,40,18,58,Winter,248,198,108,-90
Rodeo Drive,Gemini Link Tote,Blue,Pebbled Leather,Medium,Guangzhou,45,16,61,Summer,221,221,101,-120
Westfield World Trade Center,Kira Chevron Tote,Brown,Jacquard,Small,Shenzhen,30,17,47,Summer,59,59,106,47
Aventura Mall,Ella Tote,Green,Pebbled Leather,Large,Ho Chi Minh City,37,15,52,Summer,64,64,6,-58
Yorkdale Shopping Centre,T Monogram Tote,Yellow,Leather,Medium,Hanoi,34,15,49,Fall,87,95,138,43
Yorkdale Shopping Centre,McGraw Tote,Pink,Pebbled Leather,Small,Hanoi,49,14,63,Winter,238,190,208,18
El Palacio de Hierro (Polanco),T Monogram Tote,White,Jacquard,Small,Shenzhen,40,15,55,Winter,213,170,112,-58
El Palacio de Hierro (Santa Fe),T Monogram Tote,Green,Leather,Medium,Ho Chi Minh City,48,18,66,Spring,291,349,140,-209
Rodeo Drive,Perry Tote,Blue,Coated Canvas,Large,Shenzhen,47,17,64,Fall,280,308,90,-218
San Francisco Centre,Robinson Tote,Yellow,Leather,Small,Ho Chi Minh City,50,17,67,Fall,129,141,84,-57
Pacific Centre,T Monogram Tote,Purple,Coated Canvas,Large,Shenzhen,35,14,49,Winter,163,130,111,-19
San Francisco Centre,Robinson Tote,Red,Coated Canvas,Small,Guangzhou,39,14,53,Spring,120,144,107,-37
Rodeo Drive,Ella Tote,Red,Pebbled Leather,Large,Da Nang,49,15,64,Summer,168,168,61,-107
Madison Avenue,Britten Tote,White,Pebbled Leather,Small,Hanoi,36,14,50,Summer,224,224,273,49
Madison Avenue,T Monogram Tote,Beige,Jacquard,Large,Hanoi,48,18,66,Spring,170,204,3,-201
The Galleria,T Monogram Tote,Beige,Jacquard,Small,Shenzhen,44,16,60,Spring,102,122,76,-46
Aventura Mall,Perry Tote,Purple,Jacquard,Mini,Shenzhen,39,17,56,Summer,109,109,64,-45
El Palacio de Hierro (Santa Fe),T Monogram Tote,Brown,Jacquard,Small,Shenzhen,44,14,58,Spring,84,100,34,-66
Soho,Robinson Tote,Yellow,Pebbled Leather,Small,Shenzhen,45,18,63,Winter,184,147,84,-63
Aventura Mall,Ella Tote,White,Canvas,Mini,Guangzhou,44,18,62,Summer,246,246,294,48
Bal Harbour Shops,Perry Tote,Multi,Canvas,Small,Da Nang,32,14,46,Fall,94,103,96,-7
El Palacio de Hierro (Polanco),Gemini Link Tote,Pink,Jacquard,Medium,Hanoi,36,14,50,Fall,164,180,172,-8
NorthPark Center,T Monogram Tote,Pink,Pebbled Leather,Large,Guangzhou,37,16,53,Summer,233,233,230,-3
Yorkdale Shopping Centre,Britten Tote,White,Pebbled Leather,Small,Hanoi,34,15,49,Winter,75,60,72,12
Oak Street,Robinson Tote,White,Canvas,Medium,Guangzhou,36,18,54,Winter,185,148,188,40
South Coast Plaza,Kira Chevron Tote,Red,Coated Canvas,Medium,Hanoi,30,15,45,Summer,64,64,32,-32
Westfield World Trade Center,Kira Chevron Tote,Yellow,Jacquard,Large,Shenzhen,49,15,64,Summer,58,58,100,42
NorthPark Center,Ella Tote,Brown,Coated Canvas,Medium,Shenzhen,45,16,61,Spring,179,214,16,-198
Soho,Britten Tote,Purple,Jacquard,Mini,Da Nang,34,18,52,Fall,254,279,277,-2
Bal Harbour Shops,Gemini Link Tote,Multi,Jacquard,Medium,Da Nang,41,15,56,Fall,257,282,318,36
El Palacio de Hierro (Santa Fe),Britten Tote,Multi,Coated Canvas,Medium,Ho Chi Minh City,33,18,51,Fall,292,321,315,-6
Pacific Centre,McGraw Tote,Red,Pebbled Leather,Mini,Shenzhen,39,16,55,Summer,262,262,22,-240
Soho,Perry Tote,White,Pebbled Leather,Medium,Hanoi,36,15,51,Winter,242,193,61,-132
South Coast Plaza,McGraw Tote,Metallic,Leather,Large,Hanoi,41,17,58,Fall,282,310,200,-110
The Galleria,T Monogram Tote,Black,Jacquard,Large,Ho Chi Minh City,38,16,54,Summer,174,174,150,-24
Soho,Kira Chevron Tote,Beige,Canvas,Large,Shenzhen,34,16,50,Winter,278,222,12,-210
Rodeo Drive,McGraw Tote,Black,Leather,Large,Hanoi,47,18,65,Spring,128,153,124,-29
Yorkdale Shopping Centre,Gemini Link Tote,Blue,Jacquard,Mini,Shenzhen,33,17,50,Spring,269,322,158,-164
The Galleria,Ella Tote,Blue,Pebbled Leather,Small,Guangzhou,35,17,52,Summer,64,64,112,48
El Palacio de Hierro (Santa Fe),Britten Tote,Beige,Pebbled Leather,Large,Hanoi,38,18,56,Spring,114,136,146,10
El Palacio de Hierro (Santa Fe),T Monogram Tote,Red,Coated Canvas,Mini,Guangzhou,39,15,54,Spring,186,223,248,25
NorthPark Center,Kira Chevron Tote,Beige,Leather,Small,Shenzhen,50,18,68,Summer,259,259,280,21
South Coast Plaza,Ella Tote,Gray,Leather,Medium,Da Nang,43,15,58,Spring,107,128,23,-105
South Coast Plaza,McGraw Tote,Black,Pebbled Leather,Large,Guangzhou,48,15,63,Spring,211,253,174,-79
El Palacio de Hierro (Santa Fe),Britten Tote,Blue,Jacquard,Mini,Ho Chi Minh City,45,18,63,Spring,249,298,257,-41
El Palacio de Hierro (Polanco),Kira Chevron Tote,Gray,Leather,Mini,Da Nang,48,16,64,Fall,215,236,250,14
El Palacio de Hierro (Polanco),McGraw Tote,Brown,Canvas,Large,Hanoi,40,17,57,Spring,62,74,34,-40
Madison Avenue,Britten Tote,Red,Pebbled Leather,Large,Ho Chi Minh City,35,15,50,Summer,198,198,94,-104
Oak Street,Perry Tote,Black,Coated Canvas,Mini,Da Nang,39,16,55,Winter,136,108,86,-22
Aventura Mall,T Monogram Tote,Blue,Leather,Large,Shenzhen,48,18,66,Summer,124,124,28,-96
Yorkdale Shopping Centre,Robinson Tote,Multi,Jacquard,Mini,Guangzhou,43,17,60,Spring,258,309,162,-147
San Francisco Centre,Robinson Tote,Metallic,Canvas,Medium,Da Nang,45,17,62,Spring,116,139,140,1
El Palacio de Hierro (Polanco),McGraw Tote,Beige,Jacquard,Mini,Guangzhou,36,17,53,Spring,205,246,10,-236
El Palacio de Hierro (Polanco),Britten Tote,Metallic,Jacquard,Small,Da Nang,37,16,53,Winter,258,206,134,-72
Westfield World Trade Center,Robinson Tote,Brown,Jacquard,Medium,Hanoi,49,15,64,Spring,210,252,242,-10
